Algorithm: Kruskal's MST
2239 6340 1
3209 9408 1
81 9319 1
487 6612 1
2211 6298 1
3321 6872 1
4155 8531 1
3190 8507 1
4098 9247 1
2160 4898 1
2346 8119 1
6607 9372 1
337 8400 1
509 1912 1
3908 3914 1
2138 4305 1
6 8 1
3181 4550 1
529 6822 1
2469 4440 1
2280 3462 1
532 7866 1
660 9652 1
411 1067 1
2359 7617 1
636 5330 1
2369 5043 1
3117 4213 1
4373 5776 1
647 2659 1
4408 6158 1
6206 8682 1
386 9446 1
612 2151 1
2537 6037 1
68 613 1
6175 7668 1
1918 3047 1
672 8139 1
675 6226 1
7242 8662 1
1905 2204 1
678 1667 1
421 914 1
7205 8080 1
361 7402 1
412 821 1
2357 3841 1
6905 8417 1
2007 2029 1
6266 9833 1
617 1994 1
2428 9404 2
5086 5755 2
3602 9439 2
4100 6504 2
2683 6652 2
2254 7972 2
1512 3712 2
3661 5087 2
2681 9424 2
5102 9021 2
4091 9983 2
2252 5534 2
8517 9503 2
1903 2772 2
4003 4702 2
7786 8937 2
2724 9448 2
1347 8556 2
2296 7093 2
2695 4222 2
1352 4577 2
4903 8569 2
2357 2689 2
2385 8610 2
4897 9136 2
5058 7803 2
3654 9442 2
1327 2624 2
8550 9385 2
2324 7078 2
1344 1694 2
2270 8806 2
1408 8194 2
4876 5436 2
4947 9474 2
3963 8330 2
140 7830 2
1987 2674 2
3761 8685 2
3759 8706 2
1987 7103 2
2615 3562 2
4621 8913 2
4334 7655 2
106 108 2
1975 7863 2
1731 9507 2
1723 9961 2
4658 9365 2
2626 7070 2
1684 3589 2
146 5095 2
2021 2539 2
4315 5690 2
138 871 2
136 177 2
4591 9658 2
2581 5710 2
1796 8833 2
4396 9879 2
4406 7092 2
1930 4836 2
4551 8781 2
1857 9611 2
2541 5543 2
4482 9335 2
56 2505 2
122 2872 2
8161 8912 2
2138 3448 2
3702 6294 2
2221 8418 2
1562 1876 2
4810 5735 2
1569 3874 2
1581 7434 2
1585 3494 2
1591 5980 2
4180 4458 2
3716 5678 2
2153 7733 2
1609 2905 2
8365 9714 2
1616 3433 2
3727 9958 2
1530 7663 2
92 3439 2
2122 6247 2
1643 4240 2
4229 7167 2
2098 4804 2
2096 7106 2
2063 6017 2
99 470 2
1652 2819 2
4714 7558 2
1660 2741 2
2061 5888 2
2044 3693 2
4704 6670 2
8286 9337 2
622 4497 2
547 1537 2
541 1928 2
3354 7296 2
5621 6636 2
3177 4323 2
3330 4216 2
6526 8231 2
528 558 2
527 3988 2
5562 8607 2
6551 8334 2
617 2612 2
6614 7775 2
3058 8922 2
5638 8428 2
3324 7169 2
1009 1641 2
5514 6894 2
739 1552 2
6651 8583 2
3127 7407 2
7532 8397 2
733 1685 2
3319 8882 2
5457 6007 2
633 3430 2
5422 8436 2
1060 3003 2
7386 9153 2
761 8109 2
770 1051 2
6366 9197 2
773 2165 2
775 7687 2
779 3691 2
796 5290 2
7346 9144 2
581 1094 2
5148 7880 2
6019 8602 2
5872 7305 2
9216 9995 2
565 9850 2
238 1509 2
273 1564 2
5755 5889 2
873 2495 2
874 1368 2
605 6923 2
5737 8892 2
885 4462 2
6416 6862 2
923 5628 2
9161 9752 2
929 1010 2
6426 8784 2
2963 3255 2
6156 8387 2
1205 7838 2
30 157 2
30 2014 2
722 842 2
445 8861 2
387 864 2
6217 7548 2
720 7729 2
2835 9201 2
718 1290 2
1217 2907 2
5165 8295 2
473 6594 2
3258 4327 2
7041 8761 2
7660 7820 2
5186 9715 2
1243 5669 2
674 928 2
8974 9322 2
7657 8836 2
403 2804 2
3382 7712 2
306 7972 2
307 333 2
7581 9312 2
2893 4519 2
6668 9510 2
1074 6075 2
6197 7349 2
5155 8641 2
6231 9666 2
486 5290 2
485 2852 2
3069 6813 2
1089 2759 2
233 2339 2
483 1074 2
7579 9405 2
6702 8496 2
6686 9191 2
3399 9739 2
6691 9844 2
209 3734 2
295 1580 2
5281 8369 2
9017 9401 2
2843 5579 2
1255 1460 2
7661 8480 2
3563 5156 2
2023 3818 3
601 1600 3
6006 7040 3
1932 4433 3
2022 5122 3
654 2238 3
116 822 3
6314 8135 3
4405 9638 3
1946 2000 3
2017 3252 3
622 1506 3
311 5592 3
6207 8688 3
1959 8953 3
424 6174 3
6673 7087 3
2256 3982 3
4096 7281 3
6692 7373 3
77 107 3
6729 9367 3
2300 8346 3
444 4860 3
4019 9389 3
6825 9130 3
6666 7956 3
421 3282 3
6893 9753 3
6928 7121 3
70 531 3
2377 9068 3
6954 7192 3
3964 9280 3
373 2998 3
1563 7408 3
8369 9311 3
6330 9606 3
6372 9385 3
2051 6882 3
6405 9690 3
99 208 3
98 601 3
8330 8983 3
327 1883 3
6511 8279 3
595 4594 3
2153 3289 3
4209 4292 3
7098 8259 3
4191 4689 3
492 3074 3
2218 2769 3
489 4553 3
81 5849 3
2230 8084 3
1035 6563 3
1451 1814 3
225 4294 3
1454 2137 3
1457 3737 3
1482 6938 3
1087 5565 3
4880 6546 3
1085 2241 3
1080 6030 3
1063 3920 3
237 2469 3
1189 6719 3
4850 7882 3
1541 3898 3
7894 9530 3
4817 5369 3
5498 8160 3
5508 8602 3
1566 6174 3
5537 5770 3
994 4404 3
991 5466 3
250 1285 3
1364 2266 3
5141 8901 3
1290 9123 3
1327 2329 3
5061 8199 3
1346 9586 3
1347 4209 3
1240 5869 3
5183 6771 3
1350 2089 3
1225 5531 3
5034 8897 3
988 7248 3
1367 3740 3
1222 1586 3
1213 2721 3
1394 2608 3
4993 6389 3
7764 8240 3
1405 6370 3
188 3188 3
1193 1457 3
1429 4788 3
131 816 3
138 3227 3
757 7454 3
754 6390 3
4587 6446 3
742 5543 3
134 401 3
8070 8788 3
1794 9824 3
292 2959 3
1803 7934 3
6027 8319 3
767 5876 3
129 5870 3
4533 7738 3
1828 1834 3
1840 3557 3
295 8870 3
722 923 3
1897 2623 3
7245 9418 3
1906 3543 3
4421 5098 3
1632 5842 3
1603 4720 3
5558 8617 3
953 4110 3
7936 8412 3
1613 8754 3
952 2267 3
942 3701 3
7937 8035 3
1618 4447 3
4753 7788 3
1622 9184 3
1921 2530 3
898 2928 3
4721 5428 3
4720 8322 3
7375 7635 3
4683 9822 3
4674 6893 3
806 3038 3
805 1167 3
7336 9096 3
5963 8237 3
2670 4599 3
2403 2837 3
3297 8003 3
3273 8045 3
4 9 3
3951 7889 3
3558 6819 3
2916 3907 3
2667 8635 3
2643 4409 3
15 5834 3
3181 5533 3
65 5800 3
3670 4161 3
2639 5052 3
54 3824 3
2565 4605 3
17 3377 3
3 11 3
8574 9594 3
3100 4427 3
3555 6928 3
3701 3748 3
3671 6147 3
2426 3400 3
3245 3648 3
17 7527 3
2645 9620 3
2918 4331 3
2536 5328 3
3247 7622 3
3230 4375 3
2459 7734 3
2395 9522 3
2794 7989 3
57 502 3
3659 3919 3
2473 2801 3
2523 2717 3
3560 8742 3
2972 3717 3
2460 2517 3
3122 4581 3
2637 7457 3
291 4010 4
6789 8110 4
259 2621 4
6634 9415 4
3338 9178 4
1086 4725 4
665 1625 4
4555 5077 4
1540 9889 4
443 6185 4
2495 2574 4
201 1029 4
1321 5284 4
26 3219 4
9 1979 4
5368 6425 4
4295 8476 4
2883 6965 4
6406 9147 4
707 743 4
1340 2555 4
762 6672 4
1340 9343 4
4220 5385 4
1810 5137 4
4227 4503 4
3153 8474 4
3784 5686 4
631 7907 4
6189 7589 4
3782 5247 4
2680 3345 4
1338 1862 4
2120 2350 4
4525 6624 4
2116 4760 4
4543 8684 4
7091 9155 4
6189 8976 4
1520 2522 4
693 3571 4
749 6303 4
7156 8036 4
925 2793 4
1639 8062 4
4532 7090 4
3233 4210 4
1248 5148 4
3491 9391 4
45 52 4
4345 7496 4
5553 9190 4
6053 7962 4
724 917 4
7537 8219 4
1249 3783 4
120 866 4
350 1307 4
1986 3429 4
1981 7142 4
7230 9478 4
996 5662 4
2810 8278 4
3586 5065 4
998 8300 4
209 2234 4
6233 8085 4
1007 1069 4
3834 8740 4
5481 7596 4
4409 7474 4
4392 6357 4
1951 2601 4
2662 8531 4
1017 1232 4
1017 4576 4
1939 9906 4
6705 8749 4
8672 9031 4
4483 9778 4
2044 5255 4
4481 6922 4
1317 9934 4
944 5846 4
7890 8091 4
2039 3738 4
1868 7885 4
637 728 4
7936 9335 4
3607 7279 4
4316 9116 4
2032 9184 4
2895 6200 4
958 7028 4
2884 8613 4
2509 3073 4
4325 6943 4
353 9324 4
961 1385 4
548 2803 4
6080 8942 4
963 5292 4
1612 5708 4
480 2826 4
122 710 4
2816 6548 4
253 320 4
2009 2687 4
1285 3282 4
2291 4881 4
4654 7939 4
7595 7908 4
1376 8427 4
1164 8097 4
369 490 4
2995 6231 4
2992 6595 4
74 3714 4
2298 6070 4
602 2003 4
5822 6818 4
4633 5288 4
3342 4450 4
522 690 4
396 2601 4
11 55 4
6942 7333 4
1492 2954 4
518 1805 4
77 1902 4
3128 7632 4
3757 9380 4
3264 4539 4
1367 9258 4
1137 3251 4
1758 2769 4
194 4602 4
509 5267 4
2249 5983 4
1419 2882 4
796 1302 4
2394 8924 4
1670 1785 4
3092 9763 4
4984 8013 4
9394 9486 4
3963 4164 4
1414 2054 4
7181 9462 4
1389 4291 4
1672 5130 4
2373 5192 4
5855 9463 4
7989 8051 4
320 6242 4
5849 7317 4
67 113 4
6279 6720 4
2631 7938 4
5273 6174 4
4708 6016 4
2405 6193 4
2414 3258 4
7364 7972 4
5287 6995 4
144 236 4
304 3405 4
6956 9203 4
2186 9379 4
4928 8155 4
287 334 4
5355 6134 4
1483 7989 4
1766 7112 4
2775 3453 4
423 7984 4
5350 7876 4
4917 7189 4
365 1112 4
5717 6756 4
8426 9150 4
3259 8292 4
2445 4729 4
1467 2584 4
2219 9402 4
669 3369 4
1766 9786 4
49 7611 4
7317 9177 4
3769 9454 4
5981 9019 4
3687 3857 4
39 2972 4
2985 5739 4
2776 9631 4
2201 3084 4
4109 4279 4
2174 7097 4
3815 4714 5
1652 6430 5
1603 2205 5
1227 8120 5
1687 9516 5
694 1976 5
6613 7443 5
4547 5368 5
1040 3658 5
3746 4772 5
2912 3318 5
3092 3162 5
4766 6144 5
1226 6979 5
3179 3862 5
2871 3943 5
3096 3786 5
6464 9985 5
5482 9835 5
5592 8885 5
471 4274 5
6550 9262 5
338 4623 5
221 7719 5
1024 4968 5
9357 9756 5
4690 5232 5
1115 2510 5
5292 6241 5
1185 6626 5
3788 4649 5
1783 2104 5
3165 9438 5
155 1276 5
1732 4446 5
1738 4070 5
3316 9564 5
2618 9687 5
4591 5399 5
1628 4398 5
1869 5297 5
8053 8883 5
8810 9019 5
5322 7581 5
4463 6241 5
518 722 5
150 2391 5
55 1148 5
52 817 5
6579 6843 5
6580 7336 5
1135 4554 5
1122 9360 5
1619 2059 5
7107 7195 5
3810 5720 5
1713 3167 5
1118 8276 5
4584 6976 5
3184 8800 5
4585 7523 5
1094 5142 5
2553 3623 5
1201 4601 5
3725 5580 5
4634 7718 5
1710 2759 5
4633 7029 5
4760 8019 5
229 6171 5
1121 2307 5
3079 7562 5
1093 3042 5
1058 2111 5
1771 7058 5
3317 4118 5
5421 5959 5
4251 6897 5
1497 4893 5
7164 7944 5
2145 9746 5
2464 6798 5
1441 7346 5
5682 7860 5
2130 8099 5
4223 6295 5
265 1962 5
840 1388 5
4227 8846 5
2995 8486 5
3038 8330 5
434 9060 5
1517 4254 5
1495 3216 5
2968 3284 5
5645 7960 5
4047 6966 5
5642 7212 5
4265 4290 5
2312 2365 5
33 40 5
4268 6820 5
933 1641 5
2494 5185 5
3951 7781 5
2326 3308 5
5617 9029 5
7071 9808 5
880 4615 5
1449 6340 5
1363 7507 5
1363 4502 5
6920 9515 5
9243 9852 5
1358 2730 5
778 8037 5
2268 3202 5
1372 4364 5
273 2731 5
2223 2637 5
3458 3770 5
626 2046 5
2981 3944 5
368 4602 5
838 3540 5
3360 4641 5
181 1918 5
6326 9325 5
2420 8411 5
884 1134 5
17 6527 5
7196 9647 5
39 6494 5
7846 9095 5
6368 9453 5
4065 7018 5
4209 6244 5
2292 3171 5
4887 7687 5
999 8331 5
3957 8249 5
968 8840 5
636 7866 5
605 1291 5
7078 9376 5
5129 7651 5
382 5212 5
723 4971 5
3074 9850 5
3116 3719 5
1986 6457 5
5540 9518 5
3350 3887 5
5533 8815 5
817 6634 5
384 1970 5
1967 9039 5
3014 3422 5
1000 6646 5
2728 3419 5
1269 1473 5
0 1 5
298 801 5
1011 1629 5
2664 5653 5
4389 8963 5
5510 5623 5
1012 9269 5
1589 4018 5
3711 4014 5
2336 5172 5
2951 6954 5
5925 6955 5
566 697 5
3489 7106 5
71 1972 5
386 1924 5
1550 7223 5
7282 8729 5
2344 8469 5
943 8233 5
3850 5873 5
185 2832 5
1543 5106 5
6044 9147 5
3956 9276 5
943 7559 5
254 631 5
6249 6468 5
3858 7774 5
192 283 5
2513 5340 5
5030 5661 6
1664 2466 6
2723 5667 6
4957 9125 6
1430 1827 6
5017 9236 6
4946 6288 6
149 2935 6
6532 8123 6
3181 5126 6
1201 1898 6
7179 9910 6
1663 9637 6
3099 8576 6
1205 3206 6
5235 6322 6
669 7342 6
2717 3419 6
3148 5728 6
185 6726 6
1196 1810 6
1444 8972 6
4706 6835 6
6247 7964 6
215 385 6
6499 8516 6
1311 6401 6
3110 4027 6
3727 4859 6
1311 6372 6
7717 8271 6
637 7022 6
3167 7737 6
1296 3069 6
3335 8572 6
2820 8072 6
1864 8533 6
655 2688 6
5080 6637 6
1610 1892 6
1291 3049 6
5109 7083 6
7909 8858 6
3705 3930 6
3164 8715 6
1571 6736 6
8828 9829 6
7146 7318 6
651 4607 6
206 728 6
7918 9282 6
1580 4459 6
1267 2557 6
1485 1671 6
1358 4287 6
2637 2922 6
3341 8898 6
5049 8220 6
2748 3755 6
6330 7992 6
5050 6602 6
7201 9333 6
588 5839 6
4720 8868 6
316 969 6
1208 4499 6
1480 5658 6
1481 6562 6
3326 7413 6
6184 7508 6
4727 6677 6
1217 9194 6
3688 4787 6
1341 8326 6
583 1637 6
4875 6909 6
6261 7968 6
3328 8014 6
2782 9066 6
1524 2904 6
215 1623 6
1324 2816 6
3362 5626 6
2036 3391 6
971 7531 6
2428 7736 6
80 623 6
353 3532 6
7073 8388 6
2513 8085 6
4318 9063 6
956 3231 6
2032 8174 6
2242 3499 6
8253 9655 6
4311 5644 6
947 7748 6
2240 7967 6
8290 8660 6
5756 8060 6
943 2245 6
5755 6729 6
356 1061 6
3426 4432 6
783 8017 6
77 3977 6
853 1270 6
854 5204 6
2423 5553 6
6709 9672 6
4089 4604 6
2264 7832 6
6717 8662 6
999 2789 6
5618 5838 6
2928 5970 6
992 2855 6
9248 9790 6
1991 4654 6
4348 9290 6
2256 7289 6
978 1089 6
2941 5885 6
2518 4869 6
3913 4028 6
902 6209 6
2138 7632 6
901 2739 6
427 8384 6
762 8885 6
2969 6851 6
6857 8943 6
61 4729 6
5693 6890 6
3892 8058 6
4208 4653 6
3248 6160 6
6842 8687 6
881 9585 6
84 5006 6
6845 9513 6
5708 9169 6
5715 8584 6
3461 4951 6
774 6626 6
5747 6235 6
4293 5503 6
357 2257 6
5628 6855 6
2086 7233 6
2090 3985 6
747 1690 6
2097 9160 6
2485 9771 6
298 2910 6
438 6342 6
6801 9820 6
262 6591 6
3419 5342 6
2217 2966 6
5990 6935 6
5677 9611 6
264 8050 6
270 6032 6
1098 8435 6
691 4423 6
6619 9974 6
5853 6169 6
5356 9003 6
1109 1725 6
384 556 6
1794 2252 6
3781 7080 6
1101 8564 6
2869 7540 6
1820 3949 6
2363 2912 6
6665 8657 6
2398 2936 6
6103 7756 6
4000 5053 6
7554 8701 6
4503 7005 6
1084 4184 6
2384 6730 6
1668 3322 6
526 1873 6
3968 8071 6
282 2062 6
3745 5863 6
1687 6540 6
1175 7859 6
1161 5058 6
5922 8450 6
26 9546 6
7590 7817 6
5321 7564 6
818 4694 6
688 2851 6
6587 7590 6
793 2265 6
2375 4589 6
3769 9471 6
230 373 6
3819 4575 6
1044 9402 6
122 228 6
121 5378 6
4433 9969 6
75 8029 6
2909 9957 6
1906 5759 6
720 5738 6
1913 4774 6
4501 4813 6
119 4822 6
2541 5708 6
4420 6605 6
4419 7059 6
844 7418 6
2418 8619 6
1925 1996 6
1027 3871 6
5484 8853 6
240 4671 6
5403 8771 6
4013 9293 6
4019 6886 6
5834 8423 6
2995 8807 6
5828 8121 6
1860 9002 6
274 2977 6
123 8259 6
4060 6600 6
706 736 6
842 980 6
5892 6413 7
5793 6800 7
3660 6747 7
854 9066 7
833 5889 7
1403 7929 7
2983 9320 7
881 5356 7
839 2647 7
6292 9567 7
1384 4131 7
3128 4756 7
830 2460 7
5765 7815 7
5375 9452 7
3593 7018 7
5156 9349 7
5178 7965 7
240 5106 7
3079 3855 7
714 6347 7
238 6741 7
6213 7854 7
1237 8299 7
6094 8491 7
16 3020 7
3577 4512 7
5188 5602 7
301 3868 7
5378 7849 7
3115 9987 7
3570 9797 7
1108 2619 7
1111 6619 7
1117 8198 7
690 2399 7
5347 8433 7
1137 1984 7
227 6346 7
678 9619 7
3558 3761 7
1164 3909 7
5270 6706 7
8995 9963 7
2843 5241 7
7621 8598 7
5603 9702 7
3425 5412 7
2978 6722 7
892 9390 7
5701 8737 7
5060 8447 7
266 3720 7
905 3303 7
923 2064 7
5073 7186 7
3413 4588 7
740 5964 7
3064 8902 7
3484 4065 7
3411 8457 7
946 1508 7
3624 5954 7
7708 9164 7
3399 6971 7
5575 8362 7
5126 5192 7
728 810 7
7277 8374 7
3506 4623 7
247 5441 7
1001 3196 7
2926 4556 7
721 3719 7
9087 9168 7
1019 2079 7
5148 7601 7
4797 7390 7
3782 7700 7
2036 6812 7
6777 9515 7
1564 5135 7
2043 6725 7
4563 8213 7
2044 3239 7
3251 5387 7
4050 7145 7
4566 6771 7
8375 9181 7
505 3316 7
6472 6884 7
4595 5327 7
7110 7655 7
3766 4371 7
1754 4732 7
3279 5606 7
4544 7275 7
2386 6294 7
2026 9057 7
1838 2333 7
1849 2189 7
2016 5716 7
169 1728 7
1531 9176 7
8413 9251 7
4501 7792 7
575 4748 7
6742 7236 7
2557 3360 7
7 6391 7
1711 2284 7
149 364 7
4711 6580 7
150 1336 7
4701 5484 7
526 1322 7
1653 4699 7
6797 7678 7
4262 4623 7
8542 8856 7
146 1944 7
530 2080 7
1701 9606 7
6530 6594 7
4734 9457 7
1628 6367 7
2508 4555 7
4755 6088 7
2474 9572 7
4641 7644 7
6485 7147 7
1611 7376 7
2125 3740 7
2075 3031 7
2620 2921 7
2131 6698 7
3897 5498 7
550 3627 7
3862 4257 7
6475 8041 7
52 777 7
3975 9192 7
3947 6531 7
1469 7743 7
6711 6819 7
2006 8152 7
8594 9334 7
4445 8287 7
3812 5627 7
3673 9128 7
8874 9714 7
3814 7428 7
3839 6284 7
4983 5374 7
1909 8656 7
3306 3428 7
62 7377 7
410 1006 7
2394 8565 7
1927 6122 7
2521 7422 7
4358 5677 7
181 255 7
1471 9314 7
322 4684 7
6924 8053 7
6941 8905 7
4334 8043 7
2014 2118 7
4897 9485 7
76 6513 7
4878 9441 7
4079 5831 7
3316 4207 7
1876 5801 7
1725 6999 8
670 783 8
6138 7917 8
4278 8292 8
3082 6205 8
5631 6805 8
4704 5541 8
4375 5663 8
1160 6937 8
1729 3593 8
3834 8635 8
723 3201 8
741 8889 8
1669 5507 8
5300 9573 8
2963 4931 8
3560 8194 8
743 7819 8
95 8601 8
1686 7184 8
4387 9236 8
369 406 8
2529 8920 8
1709 8854 8
4365 9219 8
5284 8117 8
2083 2132 8
6149 7026 8
1974 3093 8
8474 8664 8
1960 2284 8
1012 2342 8
1172 1269 8
3474 8345 8
114 5147 8
2082 2670 8
1963 7466 8
1720 7645 8
69 9651 8
1887 9299 8
6967 8586 8
4 19 8
976 8817 8
8658 9560 8
2031 9492 8
1097 8705 8
1822 2335 8
3274 3422 8
3243 5045 8
2370 7244 8
1824 6388 8
2344 5270 8
1833 7758 8
703 2809 8
3804 7924 8
2944 7784 8
105 2614 8
5419 6496 8
237 1170 8
708 5943 8
3316 8357 8
7279 9729 8
7487 9777 8
1072 3854 8
506 4036 8
5318 5343 8
9671 9923 8
2 1016 8
1748 5504 8
1925 9635 8
1033 5360 8
1135 6633 8
2047 9014 8
9374 9563 8
473 7281 8
2601 4315 8
279 410 8
8687 8844 8
135 2288 8
4345 8719 8
1775 2818 8
2045 5526 8
256 5350 8
828 6904 8
6946 8938 8
3308 9076 8
2583 5910 8
790 9185 8
6067 6812 8
829 1765 8
6245 7490 8
2671 5539 8
273 9791 8
50 2794 8
2184 3095 8
3645 3895 8
4820 5341 8
8544 8621 8
4125 8715 8
2746 4525 8
4179 7224 8
561 918 8
646 1175 8
622 5811 8
2387 3697 8
882 938 8
4072 7454 8
3706 4032 8
6443 6797 8
35 2771 8
3908 9984 8
2789 4909 8
647 900 8
1369 4156 8
2241 8525 8
1370 7376 8
2462 2835 8
649 2087 8
7924 9576 8
172 232 8
7837 8790 8
1352 2375 8
3259 4384 8
5749 6371 8
5047 8037 8
4920 6438 8
2216 5620 8
3149 8513 8
175 650 8
3687 8021 8
628 5118 8
1503 7280 8
2686 3125 8
3425 6089 8
7742 9512 8
4148 9329 8
2202 4441 8
7737 8392 8
315 633 8
1323 3673 8
6253 6766 8
597 901 8
774 8202 8
1536 3187 8
2673 4886 8
4835 7700 8
3603 6034 8
1546 4289 8
3949 7928 8
2426 3586 8
7656 9361 8
8461 9864 8
4972 8788 8
7136 8506 8
358 8442 8
2969 3624 8
606 2849 8
616 8691 8
1626 4229 8
2736 4327 8
2120 6159 8
1397 1432 8
4772 9629 8
3576 9268 8
4086 4521 8
3147 4429 8
216 1990 8
5885 8475 8
2834 3638 8
5226 8082 8
49 263 8
1207 9183 8
5789 6569 8
218 6786 8
2275 5460 8
651 4038 8
1259 7435 8
1447 5734 8
182 6119 8
1602 2086 8
1256 1372 8
2462 9281 8
1440 1904 8
3114 8283 8
6278 6661 8
905 1599 8
161 4385 8
2798 4203 8
4215 4592 8
1244 3820 8
46 2262 8
159 522 8
1242 7017 8
1608 2076 8
1602 4828 8
1607 7935 8
1249 1584 8
996 5634 9
1987 6373 9
6723 8158 9
1980 6466 9
2006 3332 9
5799 6889 9
2005 4816 9
2314 2960 9
6854 8410 9
1982 7743 9
3492 8322 9
3497 6335 9
250 936 9
1981 3581 9
8247 9408 9
3075 7708 9
779 2968 9
15 223 9
2148 9247 9
5614 8129 9
8299 9355 9
2059 8278 9
2138 8546 9
60 112 9
2497 4272 9
2487 8144 9
4227 7486 9
65 1528 9
5670 5938 9
8638 9940 9
2154 3152 9
260 2107 9
3424 4973 9
94 148 9
2116 4680 9
3045 9090 9
840 3845 9
3052 5003 9
500 6625 9
747 8847 9
4260 5830 9
2297 5779 9
456 2825 9
413 3379 9
296 2121 9
296 1613 9
729 2747 9
8260 9696 9
9777 9808 9
3258 4266 9
4333 5868 9
4333 5477 9
5968 9857 9
2198 3145 9
2225 6704 9
2192 6725 9
2182 3570 9
268 4472 9
3067 8531 9
8476 8916 9
3425 4039 9
733 9086 9
425 1788 9
73 5702 9
5698 7657 9
3452 5391 9
1258 2711 9
1239 4213 9
1239 8092 9
1615 7567 9
2811 7374 9
811 1149 9
808 9017 9
2809 4059 9
3587 8240 9
3964 4932 9
5186 8884 9
4778 5730 9
3598 4123 9
326 9242 9
163 272 9
5141 7916 9
3708 7992 9
1269 1855 9
7150 8343 9
560 1197 9
3575 6963 9
5528 8738 9
1662 1674 9
1660 4419 9
1660 3026 9
150 1415 9
1207 7042 9
7631 9890 9
2639 3853 9
4729 5315 9
6245 8969 9
2641 4243 9
3329 5334 9
5188 9922 9
1623 2308 9
3333 7778 9
5187 7101 9
3374 5896 9
3108 7107 9
7782 9492 9
1461 2603 9
2708 6132 9
5038 8693 9
600 1150 9
180 2627 9
3440 4212 9
4945 6884 9
3645 5606 9
5011 7900 9
8 171 9
6290 9879 9
1390 9506 9
800 8735 9
187 1380 9
1415 7701 9
5920 6726 9
1412 7831 9
4984 9440 9
189 1899 9
3011 9289 9
7904 8489 9
44 118 9
641 7801 9
3704 9760 9
639 5928 9
4828 4984 9
1547 3723 9
1536 2631 9
43 53 9
1672 4529 9
575 5994 9
579 9133 9
6379 7632 9
323 2982 9
3612 7977 9
1481 1934 9
624 841 9
2756 3604 9
124 7645 9
299 6384 9
714 3004 9
4460 7198 9
1879 3261 9
2907 5838 9
6086 6911 9
712 4877 9
1878 2035 9
237 3630 9
6690 6938 9
3214 6261 9
301 619 9
342 3778 9
5388 6951 9
1083 1892 9
70 71 9
5850 6233 9
2560 9105 9
1939 8942 9
1967 3041 9
4382 4593 9
1001 2207 9
1008 1749 9
1959 2323 9
1944 5569 9
6705 9491 9
57 4534 9
1682 6176 9
7084 9445 9
1936 5468 9
3826 3903 9
1909 2131 9
4010 5812 9
241 830 9
346 617 9
1047 3821 9
3389 5430 9
6130 9611 9
137 8379 9
512 2307 9
3753 7110 9
6566 9055 9
6566 8609 9
3081 8455 9
679 8347 9
6552 8226 9
1094 1776 9
823 1281 9
3089 5536 9
5288 7720 9
1710 2286 9
222 3659 9
4681 7583 9
2631 5376 9
1682 4869 9
3545 9542 9
6995 7996 9
7567 9352 9
1812 6643 9
3197 7016 9
792 4274 9
3547 9628 9
5364 6265 9
500 6521 9
1111 5519 9
3772 4462 9
1783 3350 9
