Algorithm: Kruskal's MST
15086 78894 1
91541 95037 1
47657 64617 1
74306 97812 1
15085 18603 1
30478 43323 1
21897 97984 1
56880 96212 1
72189 83939 1
26023 49652 1
28871 63233 1
217 275 1
66756 98350 1
35363 66520 1
28858 80676 1
16981 26760 1
16425 48165 1
5665 77161 1
49523 56814 1
28860 38664 1
6876 85564 1
3146 62774 1
22909 31324 1
71565 71599 1
21111 46622 1
3844 9095 1
31145 37564 1
428 43856 1
21111 67176 1
41369 88470 1
68801 95079 1
30469 51543 1
61009 85851 1
44581 57254 1
23682 32318 1
26011 95607 1
26010 99552 1
1938 89770 1
215 32051 1
49548 79045 1
38685 53333 1
35344 53300 1
11194 61984 1
1110 1967 1
15964 46769 1
4438 78214 1
5662 26026 1
43558 85233 1
58101 70699 1
48763 96539 1
26018 80604 1
9477 20442 1
82528 96319 1
31907 82755 1
46801 47616 1
3316 3674 1
40616 96879 1
61011 74263 1
38089 72783 1
56876 71827 1
43928 60789 1
5232 40741 1
13635 40858 1
223 21337 1
26069 44475 1
9492 82992 1
6412 92988 1
38100 89543 1
23643 37888 1
17685 64263 1
45812 98512 1
41356 89133 1
26071 33374 1
65386 96239 1
1089 5109 1
65970 68522 1
67753 69181 1
3851 64478 1
27227 85869 1
36756 86927 1
13240 69831 1
4278 15958 1
76032 92925 1
13902 81654 1
9497 55889 1
28834 76578 1
5220 54772 1
48783 81648 1
58122 59717 1
16974 94188 1
27221 60228 1
38103 82933 1
35388 54026 1
28838 46920 1
6271 60396 1
26073 48026 1
2230 39925 1
9907 94134 1
27233 50223 1
65377 67542 1
11167 86966 1
61030 78514 1
16424 21899 1
49516 84762 1
10432 65000 1
15981 66429 1
1094 81808 1
18965 98836 1
3848 24829 1
220 15578 1
12758 14071 1
27235 46286 1
18966 55974 1
1098 54323 1
61035 77885 1
5223 57455 1
76027 78057 1
2448 27839 1
55368 63118 1
82641 96684 1
39152 73062 1
45810 86680 1
38696 41438 1
16399 43225 1
28118 78194 1
36120 38229 1
61034 90003 1
43554 81634 1
33010 62742 1
53583 55745 1
5224 15276 1
23539 49376 1
32809 66992 1
21985 35386 1
1997 15174 1
52476 57545 1
13217 44861 1
23538 76391 1
43521 44694 1
66434 92263 1
65935 87524 1
30595 74137 1
18863 46232 1
26254 51407 1
39081 63391 1
9882 90417 1
26253 48657 1
85499 94358 1
43992 57671 1
258 414 1
6297 76603 1
2212 74992 1
55217 90154 1
3892 85638 1
11019 16069 1
257 4054 1
69499 72807 1
44469 84962 1
11021 82809 1
61145 87181 1
20258 98864 1
8147 84088 1
12846 61739 1
48049 81592 1
16049 54166 1
30589 36098 1
83086 99160 1
68241 74135 1
22311 36878 1
18872 71949 1
4078 82590 1
252 59028 1
23546 69631 1
55234 59494 1
11040 21649 1
7829 44898 1
1033 14736 1
55234 76298 1
28734 38129 1
83085 94666 1
16043 45927 1
8149 36323 1
5685 84687 1
6829 23893 1
28169 73484 1
28726 82222 1
69515 75760 1
64058 90198 1
1027 49087 1
4077 40876 1
16388 57503 1
10493 99249 1
1994 98709 1
8506 92673 1
4078 32547 1
23543 60367 1
4407 37896 1
253 8870 1
22954 52682 1
12854 45662 1
71713 98963 1
52533 75170 1
58189 58422 1
21996 68875 1
5688 85808 1
9571 18041 1
53451 60357 1
9878 80824 1
9878 30906 1
5785 80539 1
42191 67964 1
41904 89651 1
5786 22355 1
4074 41756 1
26290 90857 1
47752 95357 1
1009 18185 1
31075 42327 1
41296 48390 1
22002 76873 1
41297 50856 1
14486 80852 1
2005 7952 1
71714 86948 1
9573 88310 1
52528 63601 1
18841 47739 1
52544 82664 1
23514 69005 1
10505 93099 1
4399 87231 1
5912 83333 1
4856 14204 1
46179 79974 1
41904 49750 1
17735 18066 1
23523 61181 1
61153 85586 1
16925 79616 1
28709 37873 1
18853 53732 1
4856 65469 1
54613 98643 1
44446 67776 1
56973 69595 1
23524 87282 1
8145 32394 1
23525 48826 1
52512 65983 1
11014 88693 1
8142 82185 1
31077 68422 1
49371 88205 1
26287 30643 1
1015 1842 1
52525 65813 1
410 38864 1
56983 61269 1
83218 93130 1
32841 41240 1
42195 90886 1
35515 57883 1
5185 8018 1
2210 89326 1
42196 60873 1
16060 89342 1
35513 65313 1
16738 52256 1
32874 92757 1
42226 78007 1
69559 88067 1
43260 83754 1
23577 72318 1
45844 91343 1
38118 56869 1
77255 87354 1
3877 52892 1
28766 77380 1
41321 97276 1
13647 57374 1
22320 61739 1
52388 57079 1
37138 89228 1
1051 9473 1
16392 35999 1
30569 37913 1
46561 47301 1
1046 1647 1
18894 43401 1
3020 22097 1
28759 44515 1
28759 87583 1
9893 66174 1
16394 35670 1
53509 64486 1
39101 88884 1
52408 58593 1
27171 44746 1
1047 78467 1
4413 67646 1
37138 49307 1
16021 37206 1
36088 84456 1
54566 94931 1
49442 60641 1
30552 74628 1
27187 67028 1
1975 95189 1
4758 22555 1
21951 39998 1
5020 85623 1
41883 55761 1
4085 4436 1
42230 73858 1
58896 98563 1
13887 20769 1
2454 2641 1
26163 46669 1
11084 89941 1
44490 89069 1
18411 71527 1
55279 77494 1
71668 97406 1
12813 20544 1
63502 75917 1
43251 69991 1
10470 20472 1
42223 51253 1
82914 99042 1
4758 66715 1
58894 87395 1
21953 95323 1
17709 34829 1
26172 99199 1
67803 94120 1
63305 95761 1
14601 50879 1
15048 50458 1
9545 93879 1
5194 94136 1
4409 94500 1
35476 58744 1
21973 94391 1
6834 9673 1
3290 37994 1
55240 89467 1
31984 53019 1
8699 21187 1
35474 69909 1
10483 83383 1
91005 91586 1
57363 59434 1
43980 84898 1
72666 98443 1
4408 31536 1
57361 72333 1
32842 40400 1
31986 97239 1
32843 54313 1
26227 87418 1
56952 87843 1
248 52639 1
35485 46813 1
22312 92473 1
3290 22860 1
36779 72953 1
3290 29353 1
68242 95815 1
10486 26017 1
246 3440 1
83014 95750 1
37129 39684 1
32861 59213 1
65459 78244 1
5199 87816 1
16033 62809 1
27165 40767 1
9540 89166 1
31982 76948 1
61116 82032 1
69555 93895 1
35465 73128 1
28754 99543 1
41889 92888 1
58879 62188 1
14841 91260 1
8503 31841 1
5197 17006 1
61606 66204 1
68244 75943 1
20892 95294 1
18422 36393 1
21971 25805 1
1042 98694 1
23562 26698 1
3839 16249 1
13876 16619 1
13876 96196 1
22949 43659 1
44485 57294 1
45846 70551 1
21970 27136 1
9542 11999 1
40468 70741 1
11329 26040 1
19103 52551 1
38041 62158 1
39245 43027 1
81988 84217 1
47564 88746 1
45732 74790 1
59202 69923 1
51946 89732 1
33234 97366 1
38040 54761 1
6927 36136 1
27329 64075 1
15892 51385 1
44687 64263 1
49690 83043 1
92265 96604 1
33228 48965 1
49664 83031 1
15895 67775 1
82007 99353 1
27324 47154 1
25825 80873 1
14809 17709 1
20115 97314 1
42361 44679 1
4266 14067 1
33230 47468 1
13287 60445 1
49672 91660 1
73070 74484 1
17615 30893 1
41410 98976 1
42363 53638 1
17038 89582 1
445 34491 1
47553 55786 1
20611 97520 1
4720 35199 1
17036 94013 1
59216 90514 1
27347 39079 1
7653 59579 1
4118 14132 1
59218 90504 1
5277 17424 1
14801 83142 1
6935 34478 1
25795 93677 1
7650 65884 1
667 20839 1
46518 83817 1
51931 56478 1
14436 37940 1
36194 79047 1
3787 25985 1
5809 7116 1
42364 94568 1
3787 16149 1
71431 84639 1
31835 32251 1
4463 93550 1
20853 71223 1
31824 42451 1
33241 87462 1
14805 56211 1
67640 92894 1
13288 91927 1
77686 83553 1
55498 70623 1
7678 41880 1
1168 4577 1
19077 89773 1
4112 97279 1
69805 75159 1
3797 96408 1
74212 89286 1
43150 49926 1
4998 16579 1
16451 17375 1
33202 92547 1
15125 38039 1
37289 56623 1
676 71941 1
55504 55778 1
35223 57575 1
27315 31287 1
75069 93728 1
62600 99331 1
19074 54025 1
82091 97731 1
30374 75576 1
33193 89683 1
6917 52133 1
7674 39448 1
20130 24110 1
23800 96667 1
14633 28605 1
184 50346 1
57448 58195 1
6918 60501 1
49648 66571 1
6923 67632 1
12673 78022 1
68301 72212 1
45740 66150 1
71451 73629 1
10382 51756 1
28073 72971 1
9407 24460 1
67658 84913 1
85962 89387 1
56789 66982 1
674 88295 1
12668 40930 1
4460 22808 1
47567 81287 1
13967 33629 1
11323 96893 1
20602 81883 1
182 51260 1
7674 25135 1
40491 96821 1
2644 66294 1
45742 96735 1
23813 44910 1
25845 60397 1
25845 40084 1
7649 63649 1
21820 42682 1
6920 73154 1
25844 49800 1
20122 23436 1
1175 58556 1
33214 82840 1
82031 83643 1
11382 51041 1
67615 72741 1
66855 78292 1
73114 94825 1
92495 97297 1
58029 68056 1
40426 60934 1
1214 21064 1
15153 39833 1
60846 64954 1
22827 58918 1
75897 89941 1
31797 89526 1
21176 77404 1
5630 15412 1
9368 10276 1
3769 42239 1
15148 16798 1
46840 88234 1
48683 79391 1
6944 85010 1
21173 68447 1
2262 97450 1
7630 90605 1
17046 38274 1
60847 65208 1
6950 53498 1
22828 31516 1
88229 93954 1
15863 39508 1
39277 48204 1
9371 37833 1
21788 81093 1
31198 77229 1
68319 99349 1
8804 42479 1
92537 95728 1
10358 99408 1
77894 84386 1
63216 67804 1
44726 45520 1
81765 87278 1
44726 67334 1
160 6711 1
36221 57476 1
21776 34166 1
13996 61807 1
38012 38913 1
18317 76420 1
7620 36981 1
18316 39390 1
20615 63112 1
12617 58225 1
55600 73449 1
4126 12394 1
74133 81701 1
46843 46873 1
63541 65032 1
66048 92702 1
19144 55140 1
35147 40085 1
38650 93817 1
38015 84983 1
7622 24640 1
11391 69064 1
17590 51225 1
51822 91773 1
31201 66293 1
49720 53816 1
16697 78282 1
35167 52997 1
8207 27563 1
6002 6158 1
63229 73721 1
1200 2200 1
69849 89429 1
28059 95457 1
4466 93236 1
39259 46542 1
29045 92407 1
9380 32191 1
665 1434 1
48143 52357 1
11364 59286 1
1202 94026 1
75108 91490 1
7649 7680 1
15885 42709 1
21167 56265 1
55564 84747 1
25792 46073 1
41828 95898 1
17607 94281 1
9384 10774 1
1203 2460 1
25790 90607 1
81930 99566 1
8468 11471 1
13608 36778 1
81920 97293 1
36709 46856 1
4718 56465 1
21793 31784 1
73095 96500 1
33294 45390 1
15870 55717 1
68310 77431 1
62634 69654 1
13296 87413 1
4716 24092 1
13988 84521 1
67626 68818 1
48683 99892 1
2431 99720 1
27359 46426 1
49734 99156 1
48154 49910 1
3774 89301 1
28053 34378 1
69865 87370 1
30314 83693 1
33282 62072 1
25767 39294 1
69858 88482 1
81887 85689 1
3134 22498 1
2262 9229 1
2655 34041 1
13956 70620 1
6432 48596 1
25756 78958 1
59255 96138 1
11372 27394 1
3777 16042 1
6943 21072 1
23856 56132 1
16713 24711 1
5988 74696 1
63521 63526 1
28910 96088 1
65317 67776 1
5244 29863 1
13262 33840 1
691 16198 1
4871 80544 1
10412 25839 1
15946 47542 1
91766 95155 1
44611 86108 1
85806 88432 1
54512 98037 1
27265 70046 1
33096 62786 1
52118 89019 1
52122 94720 1
91718 98995 1
6257 62540 1
28905 98230 1
18368 81825 1
58090 92491 1
5656 80836 1
68279 84227 1
35303 51509 1
23721 47206 1
71522 92144 1
16433 38285 1
22348 78460 1
28908 89672 1
23722 26654 1
15101 57456 1
48747 67414 1
44619 55943 1
3027 7247 1
3332 55697 1
65305 86265 1
4734 95843 1
23732 58426 1
689 38214 1
15103 94992 1
55437 80886 1
14626 64294 1
13938 22488 1
3822 17021 1
55440 62413 1
17011 51269 1
30427 78520 1
46527 67535 1
36148 77612 1
28097 97879 1
15945 81808 1
53639 82123 1
56844 92912 1
3144 75459 1
55431 82575 1
28915 78258 1
20163 78690 1
4871 52172 1
23727 75515 1
23727 94616 1
66799 78147 1
48749 52375 1
12720 18585 1
43575 68598 1
1924 67573 1
21881 43560 1
16715 89397 1
41370 51514 1
73026 93162 1
5005 76073 1
15097 25772 1
62556 70324 1
33054 91587 1
71541 93532 1
30458 54733 1
3146 17794 1
36143 71861 1
43192 85632 1
77516 87874 1
3836 33563 1
15962 23773 1
17664 73687 1
59017 75948 1
48098 78178 1
13634 18341 1
2445 92558 1
1111 1127 1
30461 88706 1
13922 86616 1
33051 34375 1
49550 51222 1
71538 81453 1
12741 59605 1
56863 88093 1
5234 62957 1
37217 96915 1
11197 71581 1
28889 84233 1
15962 47462 1
19005 94732 1
53623 87691 1
52140 67388 1
49569 97406 1
56855 57246 1
9458 71735 1
52136 61673 1
33073 96921 1
52130 61179 1
11216 24006 1
9458 40194 1
10417 75180 1
72194 83880 1
54516 64088 1
52126 97884 1
15951 40700 1
33079 50467 1
47635 94334 1
5658 92066 1
47638 76368 1
77520 80214 1
18007 96840 1
18995 55909 1
28895 76959 1
9463 29748 1
41857 74493 1
19029 28174 1
44595 53418 1
4441 45167 1
18997 66655 1
44596 72888 1
40592 53581 1
56859 60778 1
11214 97191 1
19059 32341 1
44653 98898 1
52036 69451 1
1154 5246 1
6908 25467 1
20593 30466 1
63747 94617 1
62138 62227 1
56827 90968 1
47598 59533 1
60936 84801 1
3343 48742 1
17632 64858 1
15914 48540 1
15913 93083 1
65268 79895 1
33177 64110 1
7697 13075 1
33152 81196 1
43908 66321 1
41393 45088 1
59117 78025 1
46818 54838 1
25896 87260 1
6424 83629 1
53667 95313 1
43157 69186 1
63255 84455 1
42333 43606 1
11277 95071 1
3341 88547 1
46819 74721 1
27298 60079 1
27299 28166 1
16449 84202 1
2641 9589 1
60927 85169 1
7683 68403 1
8765 88257 1
5264 57673 1
15909 59809 1
12686 84450 1
6915 47062 1
23786 63805 1
23794 81683 1
33189 64306 1
71462 79098 1
1902 12312 1
2641 71075 1
68292 72480 1
51994 84125 1
39222 46979 1
49629 70098 1
31856 34943 1
38367 73987 1
55480 92739 1
15117 33057 1
8764 42722 1
41842 46074 1
35237 76806 1
19050 83455 1
3804 61520 1
71468 77684 1
4455 31459 1
66817 75761 1
19064 95934 1
440 81721 1
187 449 1
35280 66688 1
21859 56471 1
2630 4096 1
198 20246 1
53648 82163 1
49599 82088 1
13267 22760 1
43169 53357 1
15933 80465 1
3143 35062 1
20866 82379 1
35273 42671 1
39199 85752 1
6601 59422 1
48740 54590 1
19036 43360 1
33134 54214 1
9935 36333 1
64142 93586 1
74258 98467 1
43921 80245 1
40560 58693 1
5653 10264 1
38072 40709 1
28093 57118 1
71498 80980 1
49605 88810 1
19030 89012 1
25930 97027 1
30420 43547 1
38363 56472 1
25929 66957 1
69759 80052 1
54491 55194 1
31861 43484 1
25907 60266 1
69765 92208 1
82226 89924 1
15110 65939 1
23759 28853 1
82216 92743 1
12703 78703 1
38068 63681 1
37263 39179 1
60952 95390 1
5991 60424 1
38067 38909 1
17016 27264 1
33149 98776 1
192 677 1
55467 98889 1
25912 52707 1
41386 91840 1
28943 46927 1
33137 36890 1
23751 63655 1
4449 9678 1
11264 74291 1
63749 72937 1
17642 23948 1
72143 89743 1
19038 86936 1
23755 37265 1
11266 71999 1
1146 46082 1
37262 67615 1
5991 37830 1
6249 45849 1
53271 57672 1
89046 99766 1
36845 43772 1
84301 89413 1
61353 88953 1
41957 82335 1
26986 90066 1
16317 99953 1
9715 54548 1
5736 79578 1
22157 88260 1
41039 92616 1
76621 97396 1
62247 77104 1
2521 23519 1
17859 91915 1
46012 47152 1
58510 59683 1
76606 89008 1
13758 49387 1
84317 88957 1
36845 74611 1
16222 98694 1
16830 72374 1
17867 27070 1
49121 65808 1
72780 95684 1
52962 70825 1
5104 80524 1
26719 42206 1
2520 4460 1
4813 13170 1
23248 42588 1
2105 3980 1
9717 59550 1
23061 68161 1
8538 12561 1
62345 80886 1
76637 89445 1
2986 96391 1
44214 71088 1
46004 50502 1
2483 62988 1
69207 85530 1
49147 99191 1
49149 58695 1
84218 89592 1
32152 41162 1
877 90588 1
8602 30342 1
5731 95899 1
3006 49917 1
17857 92114 1
18517 38656 1
89729 96091 1
36841 85674 1
28454 77479 1
76627 91651 1
2100 28073 1
385 89577 1
12999 38088 1
338 25313 1
9711 17064 1
18644 77031 1
13761 23797 1
7987 65605 1
6738 27885 1
49142 51346 1
44204 50840 1
76273 83308 1
30851 77608 1
69141 85868 1
5100 38904 1
43424 67776 1
18621 51320 1
84968 92649 1
46118 68728 1
13019 42557 1
2112 23633 1
44075 84022 1
26740 80296 1
28430 56434 1
41061 67350 1
22169 40055 1
28288 90342 1
54872 60804 1
18617 41719 1
13131 25846 1
74718 81999 1
66554 76787 1
57170 74142 1
54856 58040 1
26970 46440 1
26970 84216 1
2113 20792 1
26975 93825 1
5097 32133 1
30854 35595 1
42029 45197 1
54717 60288 1
2112 27313 1
30852 91787 1
22170 78923 1
13011 45847 1
76582 92156 1
26727 46882 1
61357 98542 1
4039 15519 1
48936 65687 1
26725 61195 1
23244 30244 1
13141 83747 1
22166 53093 1
2518 8578 1
20985 35889 1
2106 76967 1
30834 97597 1
18629 67513 1
13010 82101 1
65838 91532 1
63927 67220 1
26976 69933 1
26978 41143 1
49107 67283 1
54872 88593 1
44185 64885 1
58492 89720 1
26981 52253 1
44185 86173 1
18653 38065 1
22166 62320 1
23067 60709 1
16226 80631 1
9727 85075 1
26727 86614 1
5103 29809 1
76581 96880 1
4307 48304 1
13150 57636 1
2530 60678 1
42077 47755 1
10799 57066 1
20996 40858 1
5724 96441 1
26639 46092 1
18675 64828 1
4355 51653 1
32477 37583 1
44062 96091 1
28501 77702 1
12971 19508 1
898 2657 1
74653 96516 1
777 17477 1
20373 78072 1
62365 93209 1
12974 75283 1
12974 22821 1
27001 55183 1
62366 77637 1
9695 99289 1
9695 77924 1
47852 69080 1
10588 35933 1
893 52124 1
35736 64717 1
16188 92532 1
22141 87836 1
32465 48252 1
62240 68437 1
23298 31957 1
21002 58534 1
3969 63387 1
61518 78532 1
320 1211 1
27007 39320 1
10587 35914 1
32496 90049 1
16184 48945 1
26613 97950 1
68002 82509 1
13785 95236 1
2534 7046 1
20365 23136 1
54965 59017 1
28514 76681 1
76759 76932 1
71859 79903 1
66598 77236 1
13783 95320 1
76241 90121 1
44235 63556 1
52874 96498 1
49186 90846 1
52874 88271 1
2532 59050 1
35724 85590 1
325 70484 1
32488 53312 1
58575 84130 1
320 50933 1
901 9578 1
10810 81413 1
320 29121 1
17830 29976 1
20381 63432 1
47983 75621 1
30806 64587 1
35756 67508 1
4043 40720 1
76668 77618 1
62357 95335 1
32441 77695 1
26669 53124 1
38933 42221 1
49160 83356 1
74678 98010 1
3975 67336 1
6341 96365 1
10594 12239 1
30802 69448 1
35751 66427 1
3006 93980 1
38927 77876 1
52937 57475 1
36950 39711 1
10772 82732 1
12992 17128 1
62242 74108 1
35968 48527 1
26675 92869 1
12984 41246 1
881 58311 1
14543 17904 1
9838 81131 1
4043 25933 1
38930 55681 1
12986 46555 1
43483 83284 1
36836 75646 1
6662 20721 1
5727 58812 1
31001 39761 1
57278 63883 1
17838 83603 1
38940 92919 1
36956 81185 1
71876 77574 1
74673 99616 1
28486 90267 1
30791 31062 1
74670 86931 1
22143 78229 1
326 1187 1
2084 49298 1
6339 55031 1
28481 39366 1
7975 10694 1
32447 73137 1
3975 44484 1
58539 88196 1
3230 62086 1
85047 91678 1
7973 81088 1
17934 50459 1
61370 73622 1
5728 49286 1
23057 55378 1
44227 95433 1
13772 91474 1
57127 88218 1
32453 56649 1
41202 59166 1
30911 57270 1
68105 86901 1
8043 42561 1
36894 61060 1
47934 62349 1
49028 68530 1
28320 66368 1
41971 61601 1
53117 82867 1
38847 87706 1
53214 59318 1
4017 54686 1
44134 47651 1
41156 75776 1
18575 67724 1
17903 52075 1
17922 41781 1
38844 73676 1
10656 57122 1
38263 69661 1
28358 61068 1
4325 76359 1
26878 27785 1
17907 40225 1
13725 70664 1
364 68277 1
44137 93537 1
62294 84464 1
16299 92793 1
13105 79734 1
74796 75254 1
6683 52213 1
14915 18362 1
63885 77385 1
4013 81231 1
13732 57084 1
57202 85301 1
2162 2691 1
89160 96068 1
49037 82511 1
54799 80593 1
26853 73148 1
20443 42358 1
43469 68344 1
829 88692 1
13113 53727 1
46077 63012 1
46618 93643 1
62310 66781 1
17896 31185 1
63852 75783 1
76426 90367 1
61433 83150 1
38258 49738 1
16301 44949 1
74788 82097 1
9777 87147 1
35913 96873 1
61432 85184 1
41117 94524 1
47953 69396 1
8037 80990 1
18579 76034 1
5751 32668 1
2996 49626 1
53102 76137 1
26936 55187 1
26856 93395 1
369 44278 1
43465 55419 1
23132 68123 1
35897 67595 1
53165 84799 1
32228 76933 1
22219 53978 1
26909 90404 1
10642 51820 1
68129 78124 1
18551 33673 1
3195 5444 1
13723 49374 1
28344 97953 1
89261 92995 1
44112 44770 1
13099 35407 1
20469 39869 1
17918 38257 1
36876 55470 1
35894 85856 1
18551 82474 1
5757 44870 1
66507 92821 1
68128 73196 1
38270 81006 1
2497 70316 1
36878 79147 1
69058 97688 1
41977 91544 1
41978 96559 1
47951 92036 1
44109 62161 1
13090 49655 1
26927 27962 1
53147 93487 1
23144 52858 1
49019 77339 1
2499 49748 1
41972 80653 1
9787 53955 1
76394 91924 1
22228 88522 1
23144 35464 1
14908 24645 1
5753 73597 1
5759 22964 1
9785 64972 1
89317 90310 1
17907 62413 1
17907 42721 1
32208 78859 1
23120 84935 1
69067 88364 1
4026 5465 1
10630 48635 1
49012 96067 1
9791 26577 1
5072 79456 1
28328 33389 1
44143 52537 1
26926 65299 1
69071 85088 1
30929 94067 1
17912 34572 1
26900 29410 1
13082 26883 1
84712 98785 1
23210 44905 1
36922 38744 1
16307 61368 1
89506 91761 1
76293 97281 1
8017 84667 1
10708 13014 1
6376 34707 1
13708 55854 1
58446 84762 1
84440 95885 1
26787 94257 1
13035 25744 1
47897 97510 1
71942 71993 1
41080 54713 1
3213 43443 1
57181 91566 1
8020 78242 1
38877 49247 1
30972 47069 1
32322 87376 1
26799 27210 1
20485 71681 1
843 82243 1
46046 68521 1
848 1192 1
63913 97607 1
49079 78531 1
41175 83311 1
53251 93754 1
10705 41161 1
71946 99059 1
63442 86466 1
32353 34754 1
61379 76778 1
53260 66311 1
38242 61384 1
76288 91448 1
17880 80699 1
10722 26143 1
76548 99883 1
853 6011 1
5936 69697 1
32353 50891 1
22247 57170 1
13027 17509 1
58477 82731 1
8008 76160 1
26754 74083 1
17929 56315 1
8013 61751 1
14933 84170 1
53254 59359 1
35816 35910 1
18531 25151 1
8014 33031 1
6351 89952 1
74726 99753 1
10718 90490 1
16812 95781 1
84403 95200 1
53021 84636 1
9745 42481 1
41075 49177 1
53018 89638 1
32345 75061 1
20414 80016 1
58331 78090 1
356 1394 1
16807 19691 1
22198 39779 1
834 9954 1
76460 81772 1
23182 31870 1
62263 96734 1
44149 45159 1
16303 41869 1
69098 76815 1
89445 99175 1
84541 90517 1
836 1679 1
355 4002 1
46113 93807 1
14918 99806 1
89142 93464 1
54806 89745 1
30893 97285 1
72734 80205 1
8033 62384 1
357 820 1
84587 86339 1
13061 24964 1
18584 42843 1
84538 97191 1
6361 9779 1
5083 99796 1
23174 83517 1
30892 49587 1
23176 44100 1
28311 82793 1
76458 77698 1
46639 73294 1
26810 60743 1
76491 90830 1
49067 51111 1
43443 60260 1
13739 16678 1
38250 66413 1
3208 3918 1
14887 50474 1
16808 27383 1
61498 90183 1
28393 42744 1
38813 64453 1
841 84573 1
17927 67759 1
48954 88725 1
23203 42422 1
61411 89520 1
35935 38192 1
32303 69136 1
16255 53382 1
63846 76604 1
6708 55983 1
35834 47283 1
53072 82216 1
2167 35975 1
22132 97729 1
22191 80864 1
13126 67550 1
53240 79820 1
48957 81022 1
41098 65997 1
13050 41122 1
53246 98517 1
5963 31109 1
32057 95089 1
40854 75999 1
5159 30675 1
8125 32316 1
61203 91885 1
970 66815 1
22991 35070 1
30667 71646 1
58714 69982 1
13819 19393 1
46169 53247 1
90423 97667 1
44368 95631 1
13668 18391 1
3269 5756 1
49309 99142 1
18464 31775 1
7893 91316 1
30675 87603 1
4295 5230 1
58712 92925 1
36038 73594 1
46724 77968 1
5040 60862 1
9619 64466 1
26428 32606 1
28637 71276 1
18784 68516 1
16902 66287 1
10934 26995 1
5159 6029 1
37045 79072 1
20299 73153 1
55111 76100 1
67912 97108 1
69402 93560 1
747 58657 1
22052 83510 1
26398 87024 1
32692 55549 1
5166 8707 1
48839 65044 1
10529 92128 1
977 8077 1
45889 51067 1
5167 83928 1
71771 74779 1
32700 55421 1
35577 51224 1
54652 75882 1
35575 73728 1
43315 50966 1
32686 35206 1
974 31120 1
13668 16389 1
67913 93935 1
83529 94450 1
65900 85936 1
48840 65672 1
44376 54133 1
15016 49656 1
90456 94818 1
71777 85942 1
13197 14186 1
32689 84855 1
62204 71858 1
23460 35017 1
4387 29149 1
3930 21704 1
35609 77903 1
35607 87788 1
20526 33073 1
43332 69893 1
10916 88995 1
16896 24253 1
58243 80273 1
32639 81320 1
37028 57827 1
62417 62903 1
28614 85796 1
4379 72749 1
90308 94226 1
20305 63683 1
9628 87212 1
23426 67175 1
26460 61073 1
12905 88396 1
4783 99391 1
55073 78483 1
5153 63575 1
35610 40440 1
68935 90684 1
41254 64673 1
39019 56715 1
44024 68816 1
45905 90642 1
3167 94231 1
74543 75784 1
53393 90074 1
14508 72743 1
54671 78653 1
27070 85164 1
39026 56239 1
30678 61250 1
18780 83095 1
3927 41832 1
22287 64606 1
18781 68384 1
65571 68423 1
35600 84429 1
35599 72340 1
5702 25655 1
23435 79179 1
16116 23192 1
28625 45111 1
74527 96640 1
61559 95818 1
